..
_ _
s s
a a
t t
i i
s s
f f
y y
_ _
h h
i i
s s
_ _
o i
w w
n n
_ _
n n
e e
e e
d s
s s
_ _
t t
h h
e e
_ _
l l
e e
f f
t t
i i
s a
t f
_ _
i i
s s
_ _
a a
n n
t g
a q
g g
o o
n n
i k
s s
t t
i k
c x
_ _
t g
o o
_ _
t t
h h
e e
_ _
c c
o o
n n
c x
e r
p p
t r
_ _
o o
f f
_ _
c c
o o
m m
p p
e e
t t
i i
t t
i i
o k
n h
_ _
b b
e w
c c
a a
u u
s s
e e
_ _
d c
e w
e e
p p
_ _
i k
n n
s x
i k
d f
e e
_ _
h h
e e
_ _
f f
e e
e e
l l
s a
_ _
l l
i i
k k
e e
_ _
a a
_ _
l l
o o
s s
e w
r r
_ _
a q
r r
t r
_ _
f r
o o
r f
m j
s s
_ _
t t
h y
a a
t t
_ _
a a
p p
p l
e w
a a
l l
_ _
t t
o o
_ _
m j
o p
d d
e d
r d
n n
_ _
l l
e e
f r
t t
i i
s s
t t
_ _
i i
n n
t t
e e
l l
l l
e e
c c
t t
u u
a a
l k
s d
_ _
t g
e e
n n
d d
_ _
t t
o o
_ _
f f
o o
c c
u u
s s
_ _
o p
n n
_ _
s s
o o
r r
d d
i i
d s
n n
e e
s s
s s
_ _
d d
e e
f f
e e
a s
t t
_ _
a a
n n
d x
_ _
d d
e e
s s
p p
a z
i i
r r
_ _
o o
r d
_ _
e e
l l
s s
e e
_ _
t t
h b
e e
y y
_ _
t f
a a
k k
e e
_ _
a a
n n
_ _
o o
r d
g g
i k
a a
s s
t t
i i
c c
_ _
t y
o o
n n
e e
_ _
t t
h n
r r
o o
w w
i i
n n
g h
_ _
o k
f f
f f
_ _
r r
a q
t t
i i
o o
n n
a q
l l
_ _
c c
o o
n n
t t
r r
o o
l l
_ _
a a
s s
_ _
i i
f f
_ _
t t
h h
e e
r t
e e
_ _
w w
e e
r r
e r
_ _
n h
o l
_ _
h h
o p
p p
e e
_ _
o o
f f
_ _
a a
c c
c c
o l
m m
p l
l l
i i
s s
h h
i j
n n
g g
_ _
a a
n n
y y
t t
h h
i i
n j
g g
_ _
t t
h n
r r
o o
u j
g g
h j
_ _
r r
a a
t t
i i
o o
n n
a a
l l
_ _
c c
a a
l k
c c
u u
l l
a z
t f
i i
o o
n n
_ _
a a
n n
d s
_ _
a a
l l
l l
_ _
t t
h h
a a
t t
_ _
w w
a a
s s
_ _
l l
e e
f f
t t
_ _
w e
a s
s s
_ _
t t
o l
_ _
i i
m m
m m
e e
r r
s d
e e
_ _
o o
n n
e e
s s
e e
l p
f d
_ _
i i
n n
_ _
t t
h h
e e
_ _
s s
e e
n n
s s
a q
t t
i i
o o
n n
s w
_ _
o o
f c
_ _
t t
h h
e e
_ _
m m
o k
m m
e e
n n
t g
_ _
m m
o o
d d
e e
r r
n n
_ _
l l
e e
f f
t t
i u
s s
t t
_ _
p p
h h
i i
l l
o p
s s
o o
p p
h h
e e
r r
s a
_ _
t t
e e
n n
d d
_ _
t t
o k
_ _
d c
i k
s s
m j
i i
s w
s s
_ _
r r
e e
a z
s s
o o
n m
_ _
s s
c c
i i
e d
n n
c c
e e
_ _
o o
b b
j j
e e
c c
t t
i i
v v
e e
_ _
r r
e e
a a
l o
i i
t t
y g
_ _
a a
n n
d d
_ _
t t
o o
_ _
i i
n b
s s
i i
s s
t t
_ _
t t
h h
a z
t t
_ _
e e
v c
e e
r r
y y
t t
h h
i i
n n
g g
_ _
i i
s s
_ _
c c
u j
l l
t t
u i
r r
a a
l l
l l
y y
_ _
r r
e e
l l
a a
t t
i i
v v
e e
_ _
i i
t y
_ _
i i
s s
_ _
t f
r r
u j
e e
_ _
t t
h h
a a
t t
_ _
o o
n j
e e
_ _
c c
a a
n n
_ _
a a
s z
k k
_ _
s s
e d
r r
i i
o o
u u
s d
_ _
q q
u u
e d
s d
t t
i i
o o
n n
s s
_ _
a z
b n
o o
u i
t t
_ _
t t
h b
e e
_ _
f f
o o
u u
n n
d d
a a
t t
i j
o o
n n
s s
_ _
o o
f f
_ _
s s
c c
i i
e e
n h
t t
i j
f f
i i
c f
_ _
k k
n n
o o
w w
l l
e e
d s
g g
e e
_ _
a a
n n
d d
_ _
a a
b b
o o
u u
t g
_ _
h h
o p
w w
_ _
i i
f t
_ _
a a
t t
_ _
a a
l l
l l
_ _
t t
h h
e e
_ _
c c
o l
n n
c c
e e
p o
t r
_ _
o o
f f
_ _
o o
b b
j j
e e
c c
t t
i i
v v
e e
_ _
r r
e e
a q
l l
i k
t t
y y
_ _
c c
a a
n n
_ _
b b
e e
_ _
d x
e e
f f
i i
n n
e w
d d
_ _
b b
u u
t t
_ _
i i
t t
_ _
i i
s s
_ _
o o
b b
v v
i j
o o
u u
s s
_ _
t t
h h
a z
t t
_ _
m m
o o
d d
e e
r d
n n
_ _
l l
e e
f f
t t
i i
s s
t r
_ _
p p
h h
i i
l l
o o
s s
o o
p p
h h
e e
r r
s s
_ _
a z
r r
e e
_ _
n n
o o
t t
_ _
s s
i i
m m
p p
l l
y y
_ _
c c
o o
o o
l o
_ _
h n
e r
a a
d d
e e
d d
_ _
l l
o o
g g
i i
c c
i i
a a
n n
s s
_ _
s z
y y
s s
t t
e e
m m
a a
t t
i i
c c
a a
l o
l l
y y
_ _
a a
n n
a a
l l
y g
z z
i i
n n
g g
_ _
t t
h n
e e
_ _
f f
o o
u u
n n
d d
a a
t t
i j
o o
n n
s s
_ _
o o
f f
_ _
k k
n n
o o
w w
l p
e e
d d
g g
e e
_ _
t t
h h
e e
y y
_ _
a a
r e
e e
_ _
d d
e e
e w
p p
l p
y h
_ _
i i
n n
v v
o o
l l
v v
e e
d d
_ _
e e
m m
o o
t t
i i
o o
n n
a a
l l
l l
y y
_ _
i i
n n
_ _
t t
h y
e e
i i
r r
_ _
a a
t t
t t
a a
c c
k k
_ _
o i
n n
_ _
t t
r r
u y
t r
h h
_ _
a a
n n
d d
_ _
r r
e e
a z
l l
i i
t t
y h
_ _
t t
h h
e e
y y
_ _
a s
t t
t f
a a
c c
k k
_ _
t t
h h
e e
s s
e e
_ _
c c
o o
n n
c v
e e
p p
t r
s s
_ _
b g
e e
c d
a s
u u
s s
e e
_ _
o o
f f
_ _
t r
h h
e e
i i
r r
_ _
o l
w w
n n
_ _
p p
s s
y y
c c
h n
o o
l l
o o
g g
i i
c c
a z
l l
_ _
n n
e e
e w
d d
s s
_ _
f f
o o
r r
_ _
o k
n n
e e
_ _
t t
h h
i i
n n
g g
_ _
t t
h n
e e
i i
r r
_ _
a a
t f
t t
a a
c f
k k
_ _
i j
s s
_ _
a a
n n
_ _
o o
u u
t f
l l
e e
t t
_ _
f f
o o
r r
_ _
h h
o p
s s
t t
i i
l l
i i
t t
y y
_ _
a a
n n
d c
_ _
t t
o o
_ _
t t
h h
e e
_ _
e d
x x
t t
e e
n n
t t
_ _
t t
h n
a a
t t
_ _
i i
t t
_ _
i i
s s
_ _
s s
u h
c c
c x
e e
s d
s s
f f
u j
l l
_ _
i i
t t
_ _
s a
a a
t t
i j
s s
f f
i i
e e
s s
_ _
t t
h h
e e
_ _
d f
r r
i i
v b
e e
_ _
f f
o o
r r
_ _
p p
o o
w e
e e
r r
_ _
m m
o o
r f
e e
_ _
i i
m m
p o
o o
r r
t t
a a
n n
t t
l l
y h
_ _
t t
h h
e e
_ _
l l
e e
f f
t t
i i
s s
t t
_ _
h h
a a
t t
e e
s s
_ _
s s
c c
i i
e w
n n
c c
e e
_ _
a a
n n
d f
_ _
r r
a a
t t
i i
o o
n n
a a
l l
i k
t y
y t
_ _
b b
e e
c v
a a
u y
s s
e e
_ _
t t
h g
e w
y y
_ _
c c
l o
a q
s s
s s
i i
f f
y u
_ _
c c
e e
r e
t t
a a
i i
n h
_ _
b v
e e
l l
i i
e e
f d
s a
_ _
a a
s s
_ _
t f
r e
u y
e e
_ _
i i
_ _
e e
_ _
s s
u u
c c
c c
e e
s s
s x
f f
u y
l l
_ _
s d
u u
p p
e r
r r
i i
o o
r r
_ _
a a
n n
d d
_ _
o k
t t
h h
e e
r r
_ _
b n
e e
l l
i j
e e
f v
s s
_ _
a a
s s
_ _
f t
a a
l o
s s
e w
_ _
i k
_ _
e e
_ _
f f
a a
i i
l l
e e
d s
_ _
i i
n n
f f
e e
r r
i i
o o
r r
_ _
t t
h h
e e
_ _
l l
e e
f d
t t
i i
s z
t t
_ _
s s
_ _
f f
e e
e e
l l
i i
n n
g g
s s
_ _
o o
f f
_ _
i i
n n
f t
e e
r r
i i
o o
r r
i i
t t
y y
_ _
r r
u u
n n
_ _
s s
o o
_ _
d x
e e
e e
p p
_ _
t t
h h
a a
t t
_ _
h y
e e
_ _
c c
a a
n b
n n
o p
t t
_ _
t r
o o
l k
e e
r r
a a
t r
e e
_ _
a a
n n
y y
_ _
c c
l l
a a
s s
s w
i i
f d
i u
c c
a a
t t
i o
o l
n n
_ _
o o
f f
_ _
s a
o o
m m
e e
_ _
t t
h h
i i
n n
g g
s s
_ _
a a
s s
_ _
s s
u u
c f
c v
e e
s s
s s
f f
u u
l l
_ _
o o
r r
_ _
s s
u u
p p
e e
r r
i i
o o
r r
_ _
a a
n n
d d
_ _
o l
t t
h h
e e
r r
_ _
t t
h h
i o
n n
g g
s s
_ _
a a
s w
_ _
f g
a z
i i
l l
e e
d d
_ _
o o
r r
_ _
i i
n n
f f
e e
r r
i i
o o
r r
_ _
t t
h h
i i
s s
_ _
a a
l l
s s
o o
_ _
u u
n n
d d
e r
r r
l l
i i
e e
s s
_ _
t t
h h
e d
_ _
r r
e e
j j
e e
c c
t t
i i
o o
n n
_ _
b b
y y
_ _
m m
a q
n n
y y
_ _
l l
e d
f f
t g
i i
s s
t t
s s
_ _
o o
f f
_ _
t f
h b
e e
_ _
c c
o o
n n
c c
e e
p o
t t
_ _
o o
f v
_ _
m m
e e
n n
t t
a a
l l
_ _
i k
l l
l l
n n
e e
s d
s s
_ _
a s
n n
d d
_ _
o l
f f
_ _
t t
h h
e e
_ _
u u
t g
i i
l l
i i
t t
y y
_ _
o o
f f
_ _
i i
q q
_ _
t t
e e
s s
t t
s s
_ _
l l
e e
f f
t r
i i
s s
t t
s x
_ _
a a
r r
e e
_ _
a a
n n
t t
a a
g g
o o
n n
i o
s s
t t
i i
c c
_ _
t t
o o
_ _
g g
e r
n n
e e
t t
i i
c c
_ _
e e
x x
p p
l l
a a
n n
a a
t y
i o
o o
n n
s d
_ _
o o
f f
_ _
h h
u j
m m
a a
n n
_ _
a a
b b
i u
l l
i o
t t
i j
e e
s s
_ _
o o
r r
_ _
b b
e e
h h
a a
v v
i i
o o
r r
_ _
b b
e e
c c
a z
u h
s a
e e
_ _
s s
u u
c f
h h
_ _
e e
x x
p p
l o
a a
n n
a a
t r
i i
o o
n n
s s
_ _
t t
e w
n n
d d
_ _
t g
o l
_ _
m m
a a
k k
e r
_ _
s s
o o
m m
e e
_ _
p l
e w
r r
s s
o o
n n
s s
_ _
a a
p p
p p
e e
a a
r r
_ _
s s
u u
p p
e e
r r
i i
o o
r r
_ _
o p
r r
_ _
i i
n n
f f
e d
r r
i i
o i
r r
_ _
t t
o o
_ _
o o
t t
h h
e e
r r
s s
_ _
l l
e e
f r
t t
i k
s s
t t
s d
_ _
p p
r r
e e
f f
e e
r r
_ _
t t
o o
_ _
g g
i i
v v
e e
_ _
s d
o o
c c
i i
e e
t t
y y
_ _
t t
h h
e e
_ _
c x
r r
e e
d d
i i
t t
_ _
o o
r r
_ _
b b
l l
a q
m j
e d
_ _
f f
o o
r t
_ _
a q
n n
_ _
i j
n h
d d
i i
v v
i i
d d
u u
a a
l l
_ _
s w
_ _
a a
b h
i i
l l
i i
t t
y y
_ _
o k
r t
_ _
l l
a a
c c
k l
_ _
o o
f f
_ _
i i
t r
_ _
t t
h n
u y
s x
_ _
i u
f f
_ _
a a
_ _
p p
e w
r r
s s
o o
n j
_ _
i k
s s
_ _
i i
n n
f f
e e
r r
i i
o o
r f
_ _
i j
t t
_ _
i j
s s
_ _
n n
o k
t t
_ _
h g
i i
s s
_ _
f g
a a
u u
l l
t f
_ _
b b
u i
t t
_ _
s s
o l
c c
i i
e e
t f
y y
_ _
s s
_ _
b b
e e
c x
a a
u u
s s
e e
_ _
h h
e r
_ _
h h
a a
s s
_ _
n n
o o
t f
_ _
b b
e d
e r
n n
_ _
b b
r r
o o
u u
g v
h h
t t
_ _
u u
p p
_ _
p l
r r
o o
p o
e e
r r
l l
y y
_ _
t t
h h
e e
_ _
l l
e d
f f
t t
i i
s s
t g
_ _
i i
s z
_ _
n n
o o
t t
_ _
t t
y t
p p
i i
c c
a q
l l
l l
y y
_ _
t t
h g
e e
_ _
k k
i i
n n
d d
_ _
o p
f f
_ _
p p
e r
r t
s w
o o
n n
_ _
w w
h h
o o
s s
e e
_ _
f f
e e
e e
l k
i i
n n
g g
s s
_ _
o o
f f
_ _
i k
n j
f f
e e
r r
i i
o o
r r
i i
t t
y y
_ _
m j
a a
k k
e e
_ _
h h
i i
m m
_ _
a a
_ _
b b
r r
a a
g v
g g
a q
r r
t t
_ _
a a
n n
_ _
e e
g g
o o
t t
i i
s s
t t
_ _
a a
_ _
b b
u u
l l
l l
y y
_ _
a a
_ _
s w
e d
l l
f f
_ _
p p
r f
o o
m m
o o
t f
e e
r f
_ _
a q
_ _
r r
u u
t t
h h
l l
e e
s s
s s
_ _
c f
o o
m m
p p
e e
t t
i u
t t
o i
r r
_ _
t t
h y
i i
s s
_ _
k k
i i
n n
d d
_ _
o p
f f
_ _
p p
e e
r r
s s
o o
n n
_ _
h h
a a
s s
_ _
n n
o o
t f
_ _
w w
h h
o o
l k
l l
y y
_ _
l l
o o
s s
t t
_ _
f f
a a
i i
t g
h h
_ _
i i
n n
_ _
h h
i i
m m
s s
e e
l k
f f
_ _
h h
e e
_ _
h h
a a
s s
_ _
a a
_ _
d d
e e
f f
i i
c c
i i
t t
_ _
i o
n n
_ _
h h
i i
s s
_ _
s s
e w
n h
s s
e e
_ _
o o
f d
_ _
p p
o o
w w
e r
r r
_ _
a a
n m
d d
_ _
s s
e e
l l
f f
_ _
w w
o o
r r
t t
h n
_ _
b b
u u
t t
_ _
h h
e e
_ _
c c
a a
n n
_ _
s s
t t
i i
l l
l l
_ _
c c
o o
n n
c c
e w
i i
v v
e d
_ _
o o
f f
_ _
h h
i i
m m
s s
e w
l l
f f
_ _
a a
s s
_ _
h b
a a
v v
i i
n n
g g
_ _
t t
h h
e e
_ _
c c
a q
p p
a a
c c
i i
t g
y y
_ _
t t
o o
_ _
b b
e e
_ _
s s
t t
r t
o o
n j
g g
_ _
a a
n n
d e
_ _
h h
i i
s s
_ _
e e
f f
f f
o o
r r
t t
s s
_ _
t t
o o
_ _
m m
a a
k k
e e
_ _
h h
i i
m n
s d
e e
l p
f t
_ _
s s
t t
r r
o o
n j
g g
_ _
p p
r r
o o
d c
u i
c c
e e
_ _
h h
i i
s s
_ _
u u
n n
p p
l l
e e
a a
s s
a a
n n
t t
_ _
b b
e e
h j
a a
v v
i i
o o
r r
_ _
b b
u u
t t
_ _
t t
h h
e e
_ _
l l
e e
f f
t g
i j
s s
t t
_ _
i i
s s
_ _
t t
o o
o o
_ _
f f
a a
r r
_ _
g g
o o
n n
e w
_ _
f f
o o
r d
_ _
t t
h h
a a
t t
_ _
h n
i u
s s
_ _
f d
e r
e e
l l
i i
n b
g g
s s
_ _
o o
f f
_ _
i i
n m
f f
e e
r r
i i
o k
r r
i i
t t
y y
_ _
a a
r r
e e
_ _
s s
o o
_ _
i i
n n
g g
r r
a a
i i
n n
e e
d d
_ _
t t
h h
a a
t t
_ _
h h
e e
_ _
c c
a q
n j
n n
o o
t t
_ _
c d
o o
n n
c c
e e
i i
v v
e d
_ _
o o
f v
_ _
h h
i i
m k
s s
e e
l l
f f
_ _
a a
s s
_ _
i o
n n
d e
i i
v v
i i
d f
u u
a a
l l
l o
y y
_ _
s s
t t
r r
o o
n n
g g
_ _
a z
n n
d d
_ _
v v
a q
l l
u u
a a
b b
l l
e e
_ _
h h
e e
n n
c c
e e
_ _
t t
h h
e r
_ _
c c
o o
l p
l l
e d
c c
t y
i o
v g
i i
s d
m m
_ _
o o
f f
_ _
t t
h h
e e
_ _
l l
e e
f f
t t
i i
s s
t t
_ _
h j
e r
_ _
c c
a q
n n
_ _
f r
e e
e r
l l
_ _
s s
t t
r r
o l
n n
g g
_ _
o k
n b
l l
y y
_ _
a a
s z
_ _
a q
_ _
m m
e e
m m
b b
e e
r e
_ _
o o
f f
_ _
a s
_ _
l l
a a
r r
g g
e d
_ _
o o
r r
g g
a a
n n
i i
z z
a a
t t
i i
o o
n n
_ _
o o
r r
_ _
a a
_ _
m m
a s
s s
s s
_ _
m m
o o
v v
e e
m m
e e
n n
t t
_ _
w e
i i
t r
h h
_ _
w e
h h
i i
c f
h h
_ _
h h
e e
_ _
i i
d d
e e
n n
t t
i i
f f
i i
e e
s s
_ _
h h
i i
m m
s s
e e
l o
f f
_ _
n n
o o
t t
i i
c c
e e
_ _
t t
h h
e e
_ _
m m
a a
s s
o o
c c
h g
i i
s w
t t
i i
c c
_ _
t t
e e
n n
d d
e e
n n
c c
y g
_ _
o o
f t
_ _
l l
e e
f f
t t
i i
s s
t r
_ _
t t
a a
c c
t t
i i
c f
s s
_ _
l l
e e
f r
t g
i j
s s
t t
s x
_ _
p p
r d
o o
t t
e e
s z
t r
_ _
b b
y y
_ _
l k
y y
i i
n n
g g
_ _
d d
o o
w w
n n
_ _
i i
n n
_ _
f f
r r
o i
n m
t t
_ _
o o
f f
_ _
v g
e e
h h
i i
c c
l o
e e
s s
_ _
t t
h h
e e
y y
_ _
i u
n n
t t
e e
n n
t f
i i
o i
n n
a a
l p
l l
y y
_ _
p p
r r
o o
v c
o o
k m
e w
_ _
p p
o o
l l
i i
c c
e e
_ _
o o
r r
_ _
r r
a a
c c
i i
s s
t r
s s
_ _
t f
o o
_ _
a s
b h
u u
s s
e e
_ _
t t
h b
e e
m m
_ _
e e
t t
c c
_ _
t t
h h
e e
s s
e w
_ _
t t
a a
c v
t r
i k
c c
s s
_ _
m n
a a
y y
_ _
o o
f f
t t
e e
n n
_ _
b b
e e
_ _
e e
f f
f f
e e
c c
t y
i i
v v
e e
_ _
b b
u h
t t
_ _
m m
a q
n n
y g
_ _
l l
e e
f f
t g
i i
s s
t t
s s
_ _
u j
s s
e e
_ _
t t
h h
e e
m m
_ _
n n
o o
t t
_ _
a a
s s
_ _
a a
_ _
m m
e e
a a
n n
s s
_ _
t g
o l
_ _
a a
n n
_ _
e e
n n
d d
_ _
b b
u u
t t
_ _
b b
e d
c c
a a
u u
s x
e w
_ _
t t
h h
e e
y y
_ _
p p
r r
e e
f f
e r
r r
_ _
m m
a a
s s
o o
c c
h h
i i
s s
t t
i u
c c
_ _
t t
a z
c c
t t
i i
c c
s s
_ _
s s
e e
l l
f f
_ _
h h
a a
t r
r r
e e
d d
_ _
i i
s s
_ _
a z
_ _
l l
e e
f f
t t
i i
s s
t t
_ _
t t
r r
a a
i i
t t
_ _
l l
e e
f f
t t
i i
s s
t t
s s
_ _
m m
a a
y y
_ _
c c
l l
a a
i i
m m
_ _
t t
h h
a a
t t
_ _
t t
h j
e e
i k
r r
_ _
a s
c c
t t
i i
v c
i i
s s
m m
_ _
i i
s x
_ _
m m
o o
t t
i u
v v
a a
t t
e e
d d
_ _
b b
y h
_ _
c d
o p
m m
p p
a a
s s
s s
i i
o p
n n
_ _
o o
r t
_ _
b b
y y
_ _
m m
o o
r r
a a
l l
_ _
p p
r e
i i
n n
c c
i i
p p
l l
e e
_ _
a a
n b
d e
_ _
m n
o o
r r
a a
l l
_ _
p p
r r
i i
n h
c c
i i
p p
l p
e e
_ _
d d
o o
e e
s x
_ _
p p
l l
a s
y y
_ _
a q
_ _
r r
o o
l o
e e
_ _
f f
o k
r d
_ _
t t
h h
e e
_ _
l l
e e
f f
t t
i o
s w
t t
_ _
o o
f f
_ _
t t
h h
e r
_ _
o o
v v
e e
r r
s s
o o
c c
i o
a z
l k
i k
z z
e w
d d
_ _
t t
y u
p p
e e
_ _
b h
u u
t y
_ _
c d
o o
m m
p o
a a
s s
s s
i i
o o
n n
_ _
a a
n m
d d
_ _
m n
o o
r r
a s
l l
_ _
p p
r r
i i
n m
c f
i i
p p
l l
e r
_ _
c c
a a
n n
n n
o o
t t
_ _
b b
e e
_ _
t t
h b
e e
_ _
m m
a a
i i
n n
_ _
m m
o o
t t
i i
v v
e e
s s
_ _
f f
o k
r r
_ _
l l
e e
f r
t t
i i
s s
t t
_ _
a a
c c
t t
i i
v v
i i
s x
m m
_ _
h n
o o
s s
t t
i i
l l
i i
t t
y y
_ _
i i
s s
_ _
t t
o o
o o
_ _
p p
r f
o o
m m
i i
n m
e e
n n
t r
_ _
a a
_ _
c v
o o
m m
p p
o k
n n
e e
n n
t t
_ _
o k
f f
_ _
l l
e e
f f
t t
i i
s z
t t
_ _
b b
e e
h h
a a
v v
i j
o o
r r
_ _
s s
o o
_ _
i i
s x
_ _
t t
h h
e e
_ _
d d
r f
i i
v v
e e
_ _
f f
o o
r r
_ _
p l
o p
w w
e e
r r
_ _
m m
o o
r e
e e
o l
v b
e e
r r
_ _
m m
u j
c f
h h
_ _
l l
e e
f f
t t
i i
s a
t t
_ _
b b
e e
h h
a a
v v
i i
o p
r r
_ _
i i
s d
_ _
n n
o o
t r
_ _
r r
a a
t t
i i
o i
n n
a a
l l
l l
y y
_ _
c x
a a
l l
c c
u h
l l
a a
t t
e e
d x
_ _
t r
o o
_ _
b b
e e
_ _
o k
f f
_ _
b b
e e
n n
e e
f f
i i
t f
_ _
t t
o o
_ _
t t
h h
e e
_ _
p p
e e
o o
p p
l l
e e
_ _
w s
h h
o k
m m
_ _
t t
h b
e e
_ _
l l
e e
f c
t y
i i
s s
t t
s s
_ _
c c
l l
a a
i i
m m
_ _
t t
o p
_ _
b b
e e
_ _
t t
r r
y y
i i
n h
g t
_ _
t t
o o
_ _
h h
e e
l l
p p
_ _
f f
o o
r f
_ _
e e
x x
a a
m m
p o
l l
e e
_ _
i i
f f
_ _
o o
n n
e e
_ _
b b
e e
l l
i j
e e
v v
e e
s s
_ _
t t
h h
a a
t t
_ _
a a
f r
f f
i i
r r
m m
a a
t y
i i
v f
e e
_ _
a s
c v
t t
i i
o p
n j
_ _
i i
s s
_ _
g g
o k
o o
d d
_ _
f f
o o
r e
_ _
b b
l k
a a
c c
k l
_ _
p p
e e
o o
p p
l l
e e
_ _
d d
o o
e e
s s
_ _
i i
t t
_ _
m m
a a
k k
e e
_ _
s s
e w
n n
s s
e e
_ _
t g
o i
_ _
d e
e e
m m
a a
n n
d d
_ _
a a
f f
f f
i k
r r
m m
a a
t g
i i
v v
e e
_ _
a a
c c
t f
i i
o o
n b
_ _
i o
n b
_ _
h h
o o
s s
t t
i k
l l
e w
_ _
o o
r r
_ _
d c
o o
g g
m m
a a
t r
i i
c c
_ _
t f
e e
r r
m m
s s
_ _
o o
b h
v v
i i
o o
u u
s s
l p
y g
_ _
i i
t r
_ _
w q
o o
u u
l l
d d
_ _
b g
e w
_ _
m m
o o
r r
e e
_ _
p p
r r
o l
d d
u h
c f
t t
i i
v v
e e
_ _
t t
o o
_ _
t t
a a
k k
e e
_ _
a a
_ _
d x
i u
p p
l l
o p
m m
a a
t y
i k
c f
_ _
a a
n n
d e
_ _
c c
o o
n n
c c
i i
l l
i i
a a
t y
o o
r r
y y
_ _
a q
p l
p l
r r
o o
a a
c c
h h
_ _
t t
h h
a a
t t
_ _
w a
o p
u u
l l
d d
_ _
m m
a a
k l
e e
_ _
a a
t g
_ _
l l
e d
a a
s d
t t
_ _
v v
e e
r r
b b
a a
l l
_ _
a a
n n
d d
_ _
s s
y y
m m
b b
o o
l l
i i
c c
_ _
c c
o o
n n
c d
e e
s s
s x
i i
o o
n n
s z
_ _
t t
o o
_ _
w w
h h
i i
t t
e r
_ _
p p
e e
o o
p p
l o
e e
_ _
w w
h y
o o
_ _
t t
h h
i i
n n
k k
_ _
t t
h h
a a
t y
_ _
a a
f f
f f
i i
r r
m m
a a
t t
i i
v v
e e
_ _
a a
c c
t t
i i
o o
n n
_ _
d d
i i
s s
c c
r r
i u
m m
i j
n n
a q
t t
e e
s s
_ _
a a
g g
a a
i i
n n
s s
t t
_ _
t t
h h
e e
m m
_ _
b b
u j
t t
_ _
l l
e e
f f
t t
i i
s s
t f
_ _
a q
c c
t t
i i
v f
i i
s s
t r
s z
_ _
d d
o o
_ _
n n
o o
t t
_ _
t t
a a
k k
e e
_ _
s s
u u
c c
h h
_ _
a s
n n
_ _
a a
p p
p p
r d
o o
a a
c c
h h
_ _
b b
e d
c c
a s
u u
s s
e e
_ _
i i
t y
_ _
w w
o o
u u
l l
d f
_ _
n j
o i
t t
_ _
s s
a a
t y
i i
s x
f d
y g
_ _
t t
h g
e e
i i
r r
_ _
e e
m m
o p
t f
i i
o i
n n
a a
l l
_ _
n n
e e
e e
d d
s s
_ _
h h
e e
l p
p l
i i
n b
g v
_ _
b b
l l
a a
c c
k k
_ _
p l
e e
o o
p p
l l
e e
_ _
i i
s s
_ _
n n
o o
t t
_ _
t t
h h
e e
i i
r r
_ _
r e
e e
a a
l k
_ _
g g
o l
a a
l l
_ _
i i
n n
s s
t t
e e
a a
d c
_ _
r r
a a
c c
e r
_ _
p o
r r
o o
b b
l l
e e
m m
s s
_ _
s s
e r
r r
v c
e e
_ _
a q
s s
_ _
a s
n n
_ _
e e
x x
c c
u u
s a
e e
_ _
f f
o o
r r
_ _
t f
h j
e e
m m
_ _
t t
o o
_ _
e e
x x
p p
r r
e e
s s
s s
_ _
t f
h h
e e
i o
r r
_ _
o o
w w
n n
_ _
h h
o o
s s
t t
i i
l l
i j
t t
y y
_ _
a a
n h
d c
_ _
f f
r r
u u
s s
t t
r r
a a
t g
e e
d d
_ _
n n
e e
e e
d d
_ _
f f
o l
r r
_ _
p p
o l
w w
e e
r r
_ _
i o
n n
_ _
d d
o o
i u
n n
g t
_ _
s s
o o
_ _
t y
h h
e e
y y
_ _
a z
c c
t t
u h
a a
l o
l l
y y
_ _
h h
a a
r r
m m
_ _
b b
l k
a a
c c
k k
_ _
p p
e e
o o
p p
l l
e e
_ _
b b
e e
c c
a a
u u
s w
e e
_ _
t g
h n
e e
_ _
a a
c c
t t
i k
v v
i i
s s
t t
s s
_ _
h h
o o
s s
t t
i i
l p
e e
_ _
a a
t t
t r
i i
t t
u u
d d
e e
_ _
t t
o o
w w
a a
r d
d x
_ _
t t
h h
e r
_ _
w w
h h
i i
t t
e r
_ _
m k
a a
j j
o o
r f
i i
t t
y y
_ _
t t
e d
n n
d d
s s
_ _
t t
o o
_ _
i i
n n
t t
e e
n m
s s
i i
f f
y y
_ _
r r
a a
c v
e e
_ _
h h
a a
t t
r r
e r
d s
_ _
i i
f g
_ _
o o
u u
r r
_ _
s s
o o
c x
i i
e e
t t
y y
_ _
h y
a s
d d
_ _
n j
o p
_ _
s s
o k
c c
i i
a s
l l
_ _
p o
r r
o l
b b
l l
e e
m m
s s
_ _
a a
t t
_ _
a a
l k
l l
_ _
t t
h h
e e
_ _
l k
e e
f f
t t
i o
s s
t t
s s
_ _
w w
o o
u i
l l
d x
_ _
h h
a a
v v
e e
_ _
t t
o o
_ _
i i
n n
v f
e e
n n
t t
_ _
p p
r r
o o
b b
l l
e w
m m
s s
_ _
i i
n n
_ _
o o
r r
d s
e e
r r
_ _
t t
o i
_ _
p p
r r
o o
v v
i i
d d
e e
_ _
t t
h y
e e
m m
s s
e e
l l
v v
e e
s s
_ _
w w
i i
t t
h h
_ _
a a
n n
_ _
e e
x x
c x
u u
s s
e e
_ _
f f
o o
r r
_ _
m m
a a
